Machine ID,Availability,Performance,Quality,OEE,Availability Loss,Performance Loss,Quality Loss,Dominant Loss,Description,Typical Downtime
Press_Line_15,100.0,92.14,97.44,89.78,0.0,7.86,2.56,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,93.33,97.32,90.83,0.0,6.67,2.68,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,93.33,97.32,90.83,0.0,6.67,2.68,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,93.0,99.55,92.58,0.0,7.0,0.45,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,93.0,99.55,92.58,0.0,7.0,0.45,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,92.5,97.84,90.5,0.0,7.5,2.16,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,92.5,97.84,90.5,0.0,7.5,2.16,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,92.4,97.16,89.78,0.0,7.6,2.84,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,92.4,97.16,89.78,0.0,7.6,2.84,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,99.58,91.26,98.95,89.93,0.42,8.74,1.05,Performance,Minor Stoppage,1-15
Press_Line_4,100.0,93.1,98.29,91.51,0.0,6.9,1.71,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,93.1,98.29,91.51,0.0,6.9,1.71,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,92.34,97.42,89.96,0.0,7.66,2.58,No Significant Loss,No Fault / Normal Operation,0
Press_Line_8,100.0,93.77,97.94,91.84,0.0,6.23,2.06,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,92.34,97.42,89.96,0.0,7.66,2.58,No Significant Loss,No Fault / Normal Operation,0
Press_Line_8,100.0,93.77,97.94,91.84,0.0,6.23,2.06,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_12,100.0,92.08,97.35,89.65,0.0,7.92,2.65,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,93.33,97.81,91.29,0.0,6.67,2.19,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,93.33,97.81,91.29,0.0,6.67,2.19,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_12,100.0,92.08,97.35,89.65,0.0,7.92,2.65,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,92.74,97.21,90.16,0.0,7.26,2.79,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,92.74,97.21,90.16,0.0,7.26,2.79,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,93.82,97.12,91.12,0.0,6.18,2.88,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,93.82,97.12,91.12,0.0,6.18,2.88,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,92.96,98.76,91.81,0.0,7.04,1.24,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,92.96,98.76,91.81,0.0,7.04,1.24,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,93.33,98.3,91.74,0.0,6.67,1.7,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,93.33,98.3,91.74,0.0,6.67,1.7,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,92.45,97.38,90.03,0.0,7.55,2.62,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,92.45,97.38,90.03,0.0,7.55,2.62,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,97.92,99.42,92.8,90.34,2.08,0.58,7.2,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_9,100.0,92.87,98.43,91.41,0.0,7.13,1.57,No Significant Loss,No Fault / Normal Operation,0
Press_Line_9,100.0,92.87,98.43,91.41,0.0,7.13,1.57,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,98.33,99.0,88.56,86.21,1.67,1.0,11.44,Quality,Startup / Warm-up Loss,5-20
Assembly_Line_7,100.0,92.45,98.59,91.15,0.0,7.55,1.41,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,92.45,98.59,91.15,0.0,7.55,1.41,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,93.56,98.3,91.97,0.0,6.44,1.7,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,93.56,98.3,91.97,0.0,6.44,1.7,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,91.8,97.79,89.77,0.0,8.2,2.21,Performance,No Fault / Normal Operation,0
Assembly_Line_20,100.0,91.8,97.79,89.77,0.0,8.2,2.21,Performance,No Fault / Normal Operation,0
Press_Line_8,100.0,94.2,97.95,92.27,0.0,5.8,2.05,No Significant Loss,No Fault / Normal Operation,0
Press_Line_8,100.0,94.2,97.95,92.27,0.0,5.8,2.05,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,92.48,98.88,91.45,0.0,7.52,1.12,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,92.48,98.88,91.45,0.0,7.52,1.12,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,92.25,98.22,90.61,0.0,7.75,1.78,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,92.25,98.22,90.61,0.0,7.75,1.78,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,94.12,97.05,91.34,0.0,5.88,2.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,94.12,97.05,91.34,0.0,5.88,2.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_1,100.0,92.66,98.58,91.35,0.0,7.34,1.42,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,93.0,98.66,91.75,0.0,7.0,1.34,No Significant Loss,No Fault / Normal Operation,0
Press_Line_1,100.0,92.66,98.58,91.35,0.0,7.34,1.42,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,93.0,98.66,91.75,0.0,7.0,1.34,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,94.48,98.0,92.58,0.0,5.52,2.0,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,94.48,98.0,92.58,0.0,5.52,2.0,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,93.53,97.01,90.74,0.0,6.47,2.99,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,93.53,97.01,90.74,0.0,6.47,2.99,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,98.12,98.83,93.47,90.65,1.88,1.17,6.53,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_17,100.0,93.33,99.51,92.88,0.0,6.67,0.49,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,93.33,99.51,92.88,0.0,6.67,0.49,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,93.02,98.36,91.5,0.0,6.98,1.64,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,93.02,98.36,91.5,0.0,6.98,1.64,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,97.92,99.54,97.09,94.63,2.08,0.46,2.91,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_16,100.0,93.53,97.28,90.99,0.0,6.47,2.72,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,93.53,97.28,90.99,0.0,6.47,2.72,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,94.35,97.06,91.58,0.0,5.65,2.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,94.35,97.06,91.58,0.0,5.65,2.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,93.33,99.76,93.1,0.0,6.67,0.24,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,92.48,99.72,92.22,0.0,7.52,0.28,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,92.13,99.7,91.85,0.0,7.87,0.3,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,92.13,99.7,91.85,0.0,7.87,0.3,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,92.48,99.72,92.22,0.0,7.52,0.28,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,93.33,99.76,93.1,0.0,6.67,0.24,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,93.0,99.19,92.25,0.0,7.0,0.81,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,93.56,99.27,92.88,0.0,6.44,0.73,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,93.0,99.19,92.25,0.0,7.0,0.81,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,93.56,99.27,92.88,0.0,6.44,0.73,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,92.55,98.5,91.16,0.0,7.45,1.5,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,92.55,98.5,91.16,0.0,7.45,1.5,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,92.29,99.07,91.42,0.0,7.71,0.93,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,92.29,99.07,91.42,0.0,7.71,0.93,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,94.69,98.44,93.21,0.0,5.31,1.56,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,94.69,98.44,93.21,0.0,5.31,1.56,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,94.0,97.61,91.75,0.0,6.0,2.39,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,92.96,97.2,90.35,0.0,7.04,2.8,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,92.96,97.2,90.35,0.0,7.04,2.8,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,94.0,97.61,91.75,0.0,6.0,2.39,No Significant Loss,No Fault / Normal Operation,0
Press_Line_10,98.54,99.93,95.51,94.06,1.46,0.07,4.49,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_19,100.0,92.68,99.41,92.13,0.0,7.32,0.59,No Significant Loss,No Fault / Normal Operation,0
Press_Line_19,100.0,92.68,99.41,92.13,0.0,7.32,0.59,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,93.26,98.89,92.22,0.0,6.74,1.11,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,93.26,98.89,92.22,0.0,6.74,1.11,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,92.3,97.18,89.7,0.0,7.7,2.82,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,92.3,97.18,89.7,0.0,7.7,2.82,No Significant Loss,No Fault / Normal Operation,0
Press_Line_1,100.0,93.71,97.76,91.61,0.0,6.29,2.24,No Significant Loss,No Fault / Normal Operation,0
Press_Line_1,100.0,93.71,97.76,91.61,0.0,6.29,2.24,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,99.58,94.6,97.94,92.27,0.42,5.4,2.06,No Significant Loss,Minor Stoppage,1-15
Press_Line_11,100.0,93.79,99.76,93.56,0.0,6.21,0.24,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,93.79,99.76,93.56,0.0,6.21,0.24,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,92.68,99.1,91.85,0.0,7.32,0.9,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,92.68,99.1,91.85,0.0,7.32,0.9,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,93.79,98.1,92.01,0.0,6.21,1.9,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,93.79,98.1,92.01,0.0,6.21,1.9,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,93.71,98.04,91.88,0.0,6.29,1.96,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,94.47,98.32,92.88,0.0,5.53,1.68,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,93.71,98.04,91.88,0.0,6.29,1.96,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,94.47,98.32,92.88,0.0,5.53,1.68,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,94.72,97.86,92.7,0.0,5.28,2.14,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,93.25,97.2,90.64,0.0,6.75,2.8,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,94.72,97.86,92.7,0.0,5.28,2.14,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,93.25,97.2,90.64,0.0,6.75,2.8,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,93.89,99.51,93.42,0.0,6.11,0.49,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,93.89,99.51,93.42,0.0,6.11,0.49,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,91.98,98.59,90.68,0.0,8.02,1.41,Performance,No Fault / Normal Operation,0
Assembly_Line_18,100.0,91.98,98.59,90.68,0.0,8.02,1.41,Performance,No Fault / Normal Operation,0
Assembly_Line_16,100.0,92.5,97.97,90.62,0.0,7.5,2.03,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,92.5,97.97,90.62,0.0,7.5,2.03,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,93.98,97.77,91.88,0.0,6.02,2.23,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,93.98,97.77,91.88,0.0,6.02,2.23,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,94.24,99.28,93.56,0.0,5.76,0.72,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,92.67,99.06,91.8,0.0,7.33,0.94,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,92.67,99.06,91.8,0.0,7.33,0.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,94.24,99.28,93.56,0.0,5.76,0.72,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,93.66,98.59,92.34,0.0,6.34,1.41,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,93.66,98.59,92.34,0.0,6.34,1.41,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,94.03,98.08,92.22,0.0,5.97,1.92,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,94.03,98.08,92.22,0.0,5.97,1.92,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,94.3,97.57,92.01,0.0,5.7,2.43,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,94.3,97.57,92.01,0.0,5.7,2.43,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,92.03,99.3,91.39,0.0,7.97,0.7,No Significant Loss,No Fault / Normal Operation,0
Press_Line_10,100.0,94.69,99.56,94.27,0.0,5.31,0.44,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,93.33,99.43,92.8,0.0,6.67,0.57,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,92.03,99.3,91.39,0.0,7.97,0.7,No Significant Loss,No Fault / Normal Operation,0
Press_Line_10,100.0,94.69,99.56,94.27,0.0,5.31,0.44,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,93.33,99.43,92.8,0.0,6.67,0.57,No Significant Loss,No Fault / Normal Operation,0
Press_Line_19,100.0,93.78,98.24,92.12,0.0,6.22,1.76,No Significant Loss,No Fault / Normal Operation,0
Press_Line_19,100.0,93.78,98.24,92.12,0.0,6.22,1.76,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,93.65,98.22,91.99,0.0,6.35,1.78,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.5,97.86,90.52,0.0,7.5,2.14,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,93.65,98.22,91.99,0.0,6.35,1.78,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,100.0,92.78,97.95,90.88,0.0,7.22,2.05,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.5,97.86,90.52,0.0,7.5,2.14,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,100.0,92.78,97.95,90.88,0.0,7.22,2.05,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_8,100.0,93.0,97.22,90.42,0.0,7.0,2.78,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,100.0,93.1,97.28,90.57,0.0,6.9,2.72,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,100.0,93.1,97.28,90.57,0.0,6.9,2.72,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_8,100.0,93.0,97.22,90.42,0.0,7.0,2.78,No Significant Loss,No Fault / Normal Operation,0
Press_Line_10,100.0,95.74,97.36,93.21,0.0,4.26,2.64,No Significant Loss,No Fault / Normal Operation,0
Press_Line_10,100.0,95.74,97.36,93.21,0.0,4.26,2.64,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,93.26,99.71,92.99,0.0,6.74,0.29,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,93.26,99.71,92.99,0.0,6.74,0.29,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,93.65,98.52,92.27,0.0,6.35,1.48,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,93.65,98.52,92.27,0.0,6.35,1.48,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,94.92,98.33,93.33,0.0,5.08,1.67,No Significant Loss,No Fault / Normal Operation,0
Press_Line_1,100.0,94.24,98.05,92.4,0.0,5.76,1.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_1,100.0,94.24,98.05,92.4,0.0,5.76,1.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,94.92,98.33,93.33,0.0,5.08,1.67,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.12,97.65,90.94,0.0,6.88,2.35,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.12,97.65,90.94,0.0,6.88,2.35,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,94.55,97.58,92.26,0.0,5.45,2.42,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,94.55,97.58,92.26,0.0,5.45,2.42,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,94.55,97.54,92.22,0.0,5.45,2.46,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,94.55,97.54,92.22,0.0,5.45,2.46,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.5,98.58,91.18,0.0,7.5,1.42,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_7,100.0,92.68,98.61,91.39,0.0,7.32,1.39,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,92.81,98.65,91.56,0.0,7.19,1.35,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.5,98.58,91.18,0.0,7.5,1.42,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,92.81,98.65,91.56,0.0,7.19,1.35,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.5,98.58,91.18,0.0,7.5,1.42,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.5,98.58,91.18,0.0,7.5,1.42,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_7,100.0,92.68,98.61,91.39,0.0,7.32,1.39,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.32,98.68,94.06,0.0,4.68,1.32,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.32,98.68,94.06,0.0,4.68,1.32,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.32,98.68,94.06,0.0,4.68,1.32,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.82,97.87,90.85,0.0,7.18,2.13,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.82,97.87,90.85,0.0,7.18,2.13,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.12,97.99,91.25,0.0,6.88,2.01,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.32,98.68,94.06,0.0,4.68,1.32,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.12,97.99,91.25,0.0,6.88,2.01,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.11,99.34,94.48,0.0,4.89,0.66,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,94.03,99.18,93.26,0.0,5.97,0.82,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.11,99.34,94.48,0.0,4.89,0.66,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,93.5,99.09,92.65,0.0,6.5,0.91,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_9,100.0,92.78,98.98,91.83,0.0,7.22,1.02,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,94.03,99.18,93.26,0.0,5.97,0.82,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,93.5,99.09,92.65,0.0,6.5,0.91,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_9,100.0,92.78,98.98,91.83,0.0,7.22,1.02,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.19,97.2,89.61,0.0,7.81,2.8,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,94.33,97.96,92.4,0.0,5.67,2.04,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,94.46,98.04,92.6,0.0,5.54,1.96,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,94.46,98.04,92.6,0.0,5.54,1.96,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,94.33,97.96,92.4,0.0,5.67,2.04,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.19,97.2,89.61,0.0,7.81,2.8,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,93.61,99.42,93.06,0.0,6.39,0.58,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.5,99.29,91.84,0.0,7.5,0.71,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_8,100.0,92.68,99.3,92.03,0.0,7.32,0.7,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,92.62,99.3,91.98,0.0,7.38,0.7,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_8,100.0,92.68,99.3,92.03,0.0,7.32,0.7,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,92.5,99.29,91.84,0.0,7.5,0.71,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,93.61,99.42,93.06,0.0,6.39,0.58,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,92.62,99.3,91.98,0.0,7.38,0.7,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,93.32,97.92,91.39,0.0,6.68,2.08,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_14,100.0,92.55,97.74,90.46,0.0,7.45,2.26,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,93.32,97.92,91.39,0.0,6.68,2.08,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_14,100.0,92.55,97.74,90.46,0.0,7.45,2.26,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,94.79,97.8,92.71,0.0,5.21,2.2,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,94.43,97.69,92.25,0.0,5.57,2.31,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,94.11,97.54,91.8,0.0,5.89,2.46,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,94.11,97.54,91.8,0.0,5.89,2.46,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,94.67,97.75,92.53,0.0,5.33,2.25,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,94.43,97.69,92.25,0.0,5.57,2.31,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,94.79,97.8,92.71,0.0,5.21,2.2,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,94.67,97.75,92.53,0.0,5.33,2.25,No Significant Loss,No Fault / Normal Operation,0
Press_Line_1,100.0,95.02,97.24,92.4,0.0,4.98,2.76,No Significant Loss,No Fault / Normal Operation,0
Press_Line_1,100.0,95.02,97.24,92.4,0.0,4.98,2.76,No Significant Loss,No Fault / Normal Operation,0
Press_Line_5,100.0,93.79,99.71,93.53,0.0,6.21,0.29,No Significant Loss,No Fault / Normal Operation,0
Press_Line_5,100.0,93.79,99.71,93.53,0.0,6.21,0.29,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_4,100.0,93.52,99.7,93.24,0.0,6.48,0.3,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_4,100.0,93.52,99.7,93.24,0.0,6.48,0.3,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,94.06,99.14,93.26,0.0,5.94,0.86,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,94.24,99.16,93.45,0.0,5.76,0.84,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,94.24,99.16,93.45,0.0,5.76,0.84,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,94.06,99.14,93.26,0.0,5.94,0.86,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_3,100.0,92.55,98.12,90.81,0.0,7.45,1.88,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_3,100.0,92.55,98.12,90.81,0.0,7.45,1.88,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_12,100.0,92.22,97.06,89.51,0.0,7.78,2.94,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_12,100.0,92.22,97.06,89.51,0.0,7.78,2.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,96.16,97.59,93.85,0.0,3.84,2.41,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,96.16,97.59,93.85,0.0,3.84,2.41,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,92.95,99.3,92.3,0.0,7.05,0.7,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,92.95,99.3,92.3,0.0,7.05,0.7,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_4,100.0,93.8,99.4,93.24,0.0,6.2,0.6,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_4,100.0,93.8,99.4,93.24,0.0,6.2,0.6,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.75,98.0,91.88,0.0,6.25,2.0,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,92.71,97.6,90.48,0.0,7.29,2.4,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.75,98.0,91.88,0.0,6.25,2.0,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,92.71,97.6,90.48,0.0,7.29,2.4,No Significant Loss,No Fault / Normal Operation,0
