Date,Machine ID,Shift,Planned Time (min),Downtime (min),Total Parts Produced,Defective Parts,Ideal Cycle Time (min/unit),Error Code,Operator ID,Availability,Performance,Quality,OEE
28-05-2026,CNC_Milling_1,Afternoon,480,0,233,2,1.9,DT-00,OP-100,100.0,92.23,99.14,91.44
30-06-2026,Press_Line_7,Morning,480,0,337,4,1.36,DT-00,OP-016,100.0,95.48,98.81,94.35
24-06-2026,CNC_Milling_3,Morning,480,0,275,7,1.67,DT-00,OP-012,100.0,95.68,97.45,93.24
07-05-2026,Assembly_Line_12,Night,480,0,360,7,1.3,DT-00,OP-028,100.0,97.5,98.06,95.6
28-05-2026,Press_Line_10,Morning,480,55,400,1,1.01,DT-02,OP-039,88.54,95.06,99.75,83.96
20-05-2026,Assembly_Line_13,Morning,480,0,343,5,1.33,DT-00,OP-096,100.0,95.04,98.54,93.65
26-06-2026,Press_Line_16,Morning,480,0,387,2,1.22,DT-00,OP-002,100.0,98.36,99.48,97.85
24-04-2026,Assembly_Line_14,Morning,480,0,283,4,1.67,DT-00,OP-081,100.0,98.46,98.59,97.07
08-07-2026,Press_Line_6,Night,480,238,176,5,1.27,DT-01,OP-026,50.42,92.36,97.16,45.24
08-07-2026,CNC_Milling_9,Morning,480,0,246,6,1.92,DT-00,OP-016,100.0,98.4,97.56,96.0
22-04-2026,CNC_Milling_10,Morning,480,0,257,6,1.8,DT-00,OP-051,100.0,96.38,97.67,94.12
19-06-2026,Press_Line_2,Afternoon,480,32,420,12,1.01,DT-02,OP-036,93.33,94.69,97.14,85.85
22-05-2026,CNC_Milling_9,Morning,480,0,242,2,1.92,DT-00,OP-038,100.0,96.8,99.17,96.0
19-06-2026,CNC_Milling_7,Night,480,0,287,4,1.55,DT-00,OP-054,100.0,92.68,98.61,91.39
12-05-2026,Assembly_Line_2,Night,480,0,393,7,1.22,DT-00,OP-003,100.0,99.89,98.22,98.11
04-06-2026,Assembly_Line_11,Night,480,0,332,5,1.39,DT-00,OP-117,100.0,96.14,98.49,94.69
28-06-2026,CNC_Milling_13,Afternoon,480,0,253,3,1.77,DT-00,OP-029,100.0,93.29,98.81,92.19
20-04-2026,Assembly_Line_18,Afternoon,480,0,307,5,1.56,DT-00,OP-099,100.0,99.78,98.37,98.15
30-06-2026,Press_Line_15,Morning,480,0,370,4,1.26,DT-00,OP-105,100.0,97.12,98.92,96.08
24-04-2026,Assembly_Line_9,Morning,480,234,153,4,1.52,DT-01,OP-109,51.25,94.54,97.39,47.18
09-05-2026,Press_Line_12,Morning,480,236,199,2,1.2,DT-01,OP-076,50.83,97.87,98.99,49.25
20-04-2026,Assembly_Line_6,Night,480,0,351,2,1.32,DT-00,OP-025,100.0,96.52,99.43,95.98
19-06-2026,CNC_Milling_15,Afternoon,480,0,262,1,1.69,DT-00,OP-078,100.0,92.25,99.62,91.89
15-05-2026,Press_Line_2,Night,480,0,449,9,1.01,DT-00,OP-104,100.0,94.48,98.0,92.58
03-05-2026,CNC_Milling_2,Night,480,0,255,7,1.85,DT-00,OP-008,100.0,98.28,97.25,95.58
19-04-2026,Press_Line_10,Night,480,28,439,11,1.01,DT-02,OP-111,94.17,98.1,97.49,90.06
02-06-2026,Press_Line_5,Afternoon,480,60,314,4,1.29,DT-02,OP-042,87.5,96.44,98.73,83.31
04-05-2026,Press_Line_11,Night,480,30,400,24,1.09,DT-06,OP-041,93.75,96.89,94.0,85.38
09-05-2026,Assembly_Line_6,Night,480,88,291,2,1.32,DT-02,OP-076,81.67,97.99,99.31,79.48
09-05-2026,CNC_Milling_5,Afternoon,480,28,212,5,1.98,DT-03,OP-090,94.17,92.87,97.64,85.39
29-06-2026,CNC_Milling_6,Night,480,0,278,8,1.67,DT-00,OP-079,100.0,96.72,97.12,93.94
15-05-2026,Assembly_Line_1,Night,480,0,297,3,1.55,DT-00,OP-010,100.0,95.91,98.99,94.94
17-05-2026,CNC_Milling_3,Afternoon,480,0,284,1,1.67,DT-00,OP-091,100.0,98.81,99.65,98.46
11-07-2026,Assembly_Line_1,Night,480,14,181,1,1.55,DT-05,OP-089,97.08,60.2,99.45,58.13
25-04-2026,CNC_Milling_3,Afternoon,480,56,233,3,1.67,DT-03,OP-094,88.33,91.77,98.71,80.02
09-06-2026,Press_Line_11,Afternoon,480,0,418,7,1.09,DT-00,OP-013,100.0,94.92,98.33,93.33
17-06-2026,Assembly_Line_11,Night,480,38,296,1,1.39,DT-02,OP-109,92.08,93.09,99.66,85.43
21-04-2026,Press_Line_19,Morning,480,0,362,1,1.32,DT-00,OP-022,100.0,99.55,99.72,99.28
04-06-2026,Press_Line_11,Night,480,0,438,13,1.09,DT-00,OP-044,100.0,99.46,97.03,96.51
02-07-2026,CNC_Milling_20,Afternoon,480,65,230,2,1.79,DT-02,OP-114,86.46,99.2,99.13,85.02
11-06-2026,Press_Line_11,Morning,480,0,412,3,1.09,DT-00,OP-090,100.0,93.56,99.27,92.88
26-06-2026,Assembly_Line_7,Night,480,0,373,4,1.25,DT-00,OP-013,100.0,97.14,98.93,96.09
23-04-2026,CNC_Milling_6,Night,480,0,275,1,1.67,DT-00,OP-001,100.0,95.68,99.64,95.33
10-06-2026,Press_Line_6,Afternoon,480,11,328,2,1.27,DT-04,OP-004,97.71,88.82,99.39,86.25
13-05-2026,Press_Line_11,Night,480,0,408,10,1.09,DT-00,OP-040,100.0,92.65,97.55,90.38
06-06-2026,CNC_Milling_11,Afternoon,480,8,154,3,1.9,DT-05,OP-024,98.33,61.99,98.05,59.77
03-06-2026,Assembly_Line_17,Afternoon,480,0,355,3,1.29,DT-00,OP-060,100.0,95.41,99.15,94.6
20-05-2026,Press_Line_15,Afternoon,480,68,320,7,1.26,DT-01,OP-011,85.83,97.86,97.81,82.16
11-07-2026,CNC_Milling_3,Night,480,0,281,2,1.67,DT-00,OP-008,100.0,97.76,99.29,97.07
05-06-2026,Assembly_Line_13,Night,480,0,347,9,1.33,DT-00,OP-061,100.0,96.15,97.41,93.65
29-06-2026,Assembly_Line_17,Morning,480,0,344,9,1.29,DT-00,OP-092,100.0,92.45,97.38,90.03
21-04-2026,CNC_Milling_13,Night,480,18,200,4,1.77,DT-05,OP-016,96.25,76.62,98.0,72.28
13-06-2026,Press_Line_12,Morning,480,11,363,40,1.2,DT-07,OP-088,97.71,92.88,88.98,80.75
11-06-2026,Press_Line_13,Night,480,0,459,5,1.01,DT-00,OP-094,100.0,96.58,98.91,95.53
25-04-2026,Press_Line_6,Afternoon,480,171,230,2,1.27,DT-01,OP-059,64.38,94.53,99.13,60.33
18-04-2026,Assembly_Line_11,Night,480,163,224,1,1.39,DT-01,OP-020,66.04,98.22,99.55,64.58
05-05-2026,CNC_Milling_17,Night,480,55,221,4,1.91,DT-01,OP-013,88.54,99.32,98.19,86.35
23-05-2026,Assembly_Line_16,Night,480,13,207,4,1.5,DT-05,OP-074,97.29,66.49,98.07,63.44
03-07-2026,CNC_Milling_11,Morning,480,0,240,5,1.9,DT-00,OP-088,100.0,95.0,97.92,93.02
14-07-2026,CNC_Milling_6,Morning,480,0,284,6,1.67,DT-00,OP-007,100.0,98.81,97.89,96.72
16-06-2026,Assembly_Line_19,Afternoon,480,0,256,6,1.28,DT-05,OP-040,100.0,68.27,97.66,66.67
22-05-2026,Assembly_Line_14,Afternoon,480,11,228,6,1.67,DT-04,OP-018,97.71,81.19,97.37,77.24
25-05-2026,Assembly_Line_8,Afternoon,480,30,316,4,1.34,DT-03,OP-083,93.75,94.1,98.73,87.1
28-04-2026,Press_Line_13,Afternoon,480,0,468,11,1.01,DT-00,OP-098,100.0,98.48,97.65,96.16
22-06-2026,Assembly_Line_16,Afternoon,480,9,288,1,1.5,DT-04,OP-091,98.12,91.72,99.65,89.69
20-06-2026,CNC_Milling_6,Morning,480,43,259,1,1.67,DT-03,OP-025,91.04,98.98,99.61,89.76
12-05-2026,Assembly_Line_14,Morning,480,0,274,8,1.67,DT-00,OP-091,100.0,95.33,97.08,92.55
12-05-2026,Press_Line_18,Afternoon,480,9,326,9,1.24,DT-04,OP-088,98.12,85.83,97.24,81.89
20-04-2026,Press_Line_16,Afternoon,480,0,376,11,1.22,DT-00,OP-061,100.0,95.57,97.07,92.77
01-07-2026,CNC_Milling_16,Afternoon,480,0,266,2,1.78,DT-00,OP-107,100.0,98.64,99.25,97.9
14-07-2026,Press_Line_6,Afternoon,480,0,349,9,1.27,DT-00,OP-100,100.0,92.34,97.42,89.96
14-05-2026,Assembly_Line_15,Morning,480,203,170,3,1.52,DT-01,OP-066,57.71,93.29,98.24,52.88
19-04-2026,Assembly_Line_16,Night,480,0,317,6,1.5,DT-00,OP-077,100.0,99.06,98.11,97.19
18-04-2026,Press_Line_15,Afternoon,480,108,288,6,1.26,DT-01,OP-036,77.5,97.55,97.92,74.02
10-06-2026,Assembly_Line_18,Afternoon,480,8,253,4,1.56,DT-04,OP-087,98.33,83.62,98.42,80.92
22-06-2026,Assembly_Line_13,Night,480,0,334,5,1.33,DT-00,OP-085,100.0,92.55,98.5,91.16
03-06-2026,CNC_Milling_16,Night,480,102,200,1,1.78,DT-01,OP-009,78.75,94.18,99.5,73.8
30-05-2026,Press_Line_18,Night,480,0,364,7,1.24,DT-00,OP-115,100.0,94.03,98.08,92.22
09-07-2026,Press_Line_20,Morning,480,0,470,13,1.0,DT-00,OP-104,100.0,97.92,97.23,95.21
02-07-2026,CNC_Milling_6,Night,480,0,267,1,1.67,DT-00,OP-064,100.0,92.89,99.63,92.55
24-05-2026,Press_Line_17,Afternoon,480,0,431,8,1.09,DT-00,OP-074,100.0,97.87,98.14,96.06
11-05-2026,CNC_Milling_2,Night,480,78,211,3,1.85,DT-02,OP-086,83.75,97.1,98.58,80.17
01-06-2026,CNC_Milling_13,Afternoon,480,14,236,4,1.77,DT-04,OP-038,97.08,89.64,98.31,85.55
29-04-2026,CNC_Milling_11,Morning,480,56,219,5,1.9,DT-03,OP-024,88.33,98.14,97.72,84.71
13-07-2026,Assembly_Line_18,Afternoon,480,38,268,6,1.56,DT-02,OP-040,92.08,94.59,97.76,85.15
09-06-2026,Assembly_Line_11,Afternoon,480,0,333,5,1.39,DT-00,OP-016,100.0,96.43,98.5,94.98
16-06-2026,Press_Line_4,Night,480,188,247,7,1.09,DT-01,OP-065,60.83,92.2,97.17,54.5
02-05-2026,Assembly_Line_16,Night,480,0,302,1,1.5,DT-00,OP-110,100.0,94.38,99.67,94.06
06-05-2026,Press_Line_9,Morning,480,0,409,11,1.17,DT-00,OP-059,100.0,99.69,97.31,97.01
05-05-2026,CNC_Milling_1,Night,480,0,234,3,1.9,DT-00,OP-023,100.0,92.62,98.72,91.44
27-05-2026,Assembly_Line_1,Morning,480,0,291,7,1.55,DT-00,OP-022,100.0,93.97,97.59,91.71
29-06-2026,Assembly_Line_9,Morning,480,0,309,1,1.52,DT-00,OP-079,100.0,97.85,99.68,97.53
11-06-2026,Assembly_Line_1,Afternoon,480,0,308,4,1.55,DT-00,OP-005,100.0,99.46,98.7,98.17
24-06-2026,Press_Line_13,Night,480,0,437,5,1.01,DT-00,OP-107,100.0,91.95,98.86,90.9
23-06-2026,Press_Line_13,Morning,480,90,377,3,1.01,DT-02,OP-113,81.25,97.63,99.2,78.7
31-05-2026,Press_Line_20,Morning,480,0,460,5,1.0,DT-00,OP-009,100.0,95.83,98.91,94.79
22-04-2026,Press_Line_20,Afternoon,480,0,461,8,1.0,DT-00,OP-056,100.0,96.04,98.26,94.38
13-07-2026,Press_Line_9,Afternoon,480,77,326,2,1.17,DT-08,OP-117,83.96,94.65,99.39,78.97
07-06-2026,Press_Line_2,Morning,480,0,474,4,1.01,DT-00,OP-003,100.0,99.74,99.16,98.9
01-07-2026,CNC_Milling_13,Morning,480,0,264,6,1.77,DT-00,OP-049,100.0,97.35,97.73,95.14
07-07-2026,Press_Line_17,Night,480,182,273,6,1.09,DT-01,OP-084,62.08,99.86,97.8,60.63
19-04-2026,Press_Line_4,Night,480,0,420,2,1.09,DT-00,OP-033,100.0,95.38,99.52,94.92
16-06-2026,Assembly_Line_5,Morning,480,0,377,1,1.24,DT-00,OP-054,100.0,97.39,99.73,97.13
10-07-2026,Press_Line_7,Night,480,0,342,7,1.36,DT-00,OP-054,100.0,96.9,97.95,94.92
30-04-2026,CNC_Milling_13,Night,480,102,198,1,1.77,DT-01,OP-026,78.75,92.71,99.49,72.64
03-07-2026,Press_Line_13,Afternoon,480,4,402,5,1.01,DT-04,OP-021,99.17,85.3,98.76,83.54
22-04-2026,CNC_Milling_16,Afternoon,480,15,178,0,1.78,DT-05,OP-086,96.88,68.14,100.0,66.01
28-04-2026,Assembly_Line_19,Morning,480,11,320,9,1.28,DT-04,OP-100,97.71,87.33,97.19,82.93
21-06-2026,Press_Line_5,Night,480,42,329,5,1.29,DT-02,OP-038,91.25,96.9,98.48,87.08
20-05-2026,CNC_Milling_10,Morning,480,0,249,1,1.8,DT-00,OP-038,100.0,93.38,99.6,93.0
02-06-2026,Assembly_Line_12,Night,480,0,361,2,1.3,DT-00,OP-098,100.0,97.77,99.45,97.23
22-04-2026,Press_Line_1,Morning,480,31,337,9,1.26,DT-02,OP-080,93.54,94.57,97.33,86.1
21-05-2026,Assembly_Line_17,Night,480,0,366,3,1.29,DT-00,OP-052,100.0,98.36,99.18,97.56
07-06-2026,CNC_Milling_10,Afternoon,480,12,241,6,1.8,DT-04,OP-084,97.5,92.69,97.51,88.12
08-05-2026,Press_Line_8,Morning,480,17,448,11,1.03,DT-02,OP-014,96.46,99.66,97.54,93.77
09-06-2026,Assembly_Line_19,Night,480,0,362,5,1.28,DT-00,OP-079,100.0,96.53,98.62,95.2
04-06-2026,Assembly_Line_10,Afternoon,480,205,197,4,1.38,DT-01,OP-115,57.29,98.86,97.97,55.49
03-05-2026,CNC_Milling_11,Afternoon,480,0,240,1,1.9,DT-00,OP-034,100.0,95.0,99.58,94.6
09-07-2026,CNC_Milling_1,Morning,480,77,208,4,1.9,DT-02,OP-073,83.96,98.06,98.08,80.75
15-05-2026,Assembly_Line_3,Afternoon,480,0,357,7,1.31,DT-00,OP-056,100.0,97.43,98.04,95.52
10-07-2026,Assembly_Line_7,Morning,480,0,373,7,1.25,DT-00,OP-020,100.0,97.14,98.12,95.31
27-06-2026,Assembly_Line_18,Night,480,0,298,2,1.56,DT-00,OP-109,100.0,96.85,99.33,96.2
16-06-2026,Assembly_Line_15,Afternoon,480,2,287,3,1.52,DT-04,OP-043,99.58,91.26,98.95,89.93
22-05-2026,Press_Line_4,Night,480,0,427,6,1.09,DT-00,OP-031,100.0,96.96,98.59,95.6
27-04-2026,CNC_Milling_10,Afternoon,480,8,213,3,1.8,DT-04,OP-041,98.33,81.23,98.59,78.75
02-05-2026,CNC_Milling_12,Night,480,23,233,1,1.86,DT-02,OP-071,95.21,94.83,99.57,89.9
17-04-2026,Assembly_Line_13,Morning,480,49,314,8,1.33,DT-03,OP-072,89.79,96.9,97.45,84.79
13-05-2026,Assembly_Line_2,Night,480,0,372,9,1.22,DT-00,OP-105,100.0,94.55,97.58,92.26
15-05-2026,Assembly_Line_15,Afternoon,480,0,309,6,1.52,DT-00,OP-092,100.0,97.85,98.06,95.95
10-07-2026,CNC_Milling_4,Night,480,0,281,6,1.58,DT-00,OP-001,100.0,92.5,97.86,90.52
30-05-2026,CNC_Milling_3,Night,480,14,268,28,1.67,DT-07,OP-014,97.08,96.04,89.55,83.5
22-04-2026,Assembly_Line_18,Morning,480,0,303,7,1.56,DT-00,OP-053,100.0,98.48,97.69,96.2
30-04-2026,Press_Line_17,Night,480,0,409,11,1.09,DT-00,OP-028,100.0,92.88,97.31,90.38
14-06-2026,Assembly_Line_13,Morning,480,23,336,1,1.33,DT-02,OP-082,95.21,97.79,99.7,92.82
12-07-2026,CNC_Milling_18,Morning,480,38,233,4,1.81,DT-03,OP-065,92.08,95.41,98.28,86.35
04-05-2026,CNC_Milling_12,Morning,480,0,238,7,1.86,DT-00,OP-108,100.0,92.22,97.06,89.51
30-06-2026,CNC_Milling_11,Night,480,21,235,2,1.9,DT-03,OP-105,95.62,97.28,99.15,92.23
03-05-2026,Press_Line_7,Afternoon,480,87,286,5,1.36,DT-02,OP-050,81.88,98.97,98.25,79.62
09-06-2026,CNC_Milling_19,Night,480,27,223,3,1.93,DT-03,OP-038,94.38,95.01,98.65,88.46
13-06-2026,Assembly_Line_12,Morning,480,0,357,10,1.3,DT-00,OP-066,100.0,96.69,97.2,93.98
25-05-2026,Assembly_Line_14,Night,480,0,271,6,1.67,DT-00,OP-071,100.0,94.29,97.79,92.2
06-07-2026,Press_Line_14,Morning,480,0,434,9,1.08,DT-00,OP-118,100.0,97.65,97.93,95.62
12-07-2026,Press_Line_9,Night,480,32,367,8,1.17,DT-02,OP-042,93.33,95.85,97.82,87.51
01-05-2026,Assembly_Line_9,Afternoon,480,179,191,4,1.52,DT-01,OP-054,62.71,96.45,97.91,59.22
12-07-2026,Assembly_Line_8,Night,480,0,353,9,1.34,DT-00,OP-067,100.0,98.55,97.45,96.03
30-04-2026,Press_Line_2,Afternoon,480,0,462,4,1.01,DT-00,OP-097,100.0,97.21,99.13,96.37
07-05-2026,Press_Line_19,Night,480,0,358,8,1.32,DT-00,OP-038,100.0,98.45,97.77,96.25
13-05-2026,Assembly_Line_9,Night,480,0,311,2,1.52,DT-00,OP-112,100.0,98.48,99.36,97.85
12-07-2026,Assembly_Line_8,Night,480,12,313,4,1.34,DT-04,OP-066,97.5,89.62,98.72,86.26
15-07-2026,Press_Line_19,Night,480,58,304,9,1.32,DT-02,OP-088,87.92,95.09,97.04,81.13
27-05-2026,CNC_Milling_16,Morning,480,0,253,5,1.78,DT-00,OP-100,100.0,93.82,98.02,91.97
12-06-2026,Assembly_Line_14,Morning,480,20,190,4,1.67,DT-05,OP-095,95.83,68.98,97.89,64.71
03-07-2026,Press_Line_13,Night,480,14,441,66,1.01,DT-07,OP-010,97.08,95.58,85.03,78.91
10-05-2026,Press_Line_12,Night,480,0,380,5,1.2,DT-00,OP-072,100.0,95.0,98.68,93.75
20-05-2026,Press_Line_9,Morning,480,95,302,5,1.17,DT-01,OP-120,80.21,91.78,98.34,72.39
06-05-2026,Press_Line_3,Morning,480,24,379,29,1.11,DT-06,OP-079,95.0,92.26,92.35,80.94
10-07-2026,Press_Line_20,Afternoon,480,45,412,10,1.0,DT-03,OP-041,90.62,94.71,97.57,83.75
23-06-2026,Press_Line_15,Morning,480,0,374,2,1.26,DT-00,OP-070,100.0,98.18,99.47,97.65
24-06-2026,CNC_Milling_6,Morning,480,0,284,6,1.67,DT-00,OP-043,100.0,98.81,97.89,96.72
02-06-2026,Press_Line_19,Morning,480,20,348,48,1.32,DT-07,OP-084,95.83,99.86,86.21,82.5
18-04-2026,Press_Line_8,Night,480,0,437,9,1.03,DT-00,OP-118,100.0,93.77,97.94,91.84
05-07-2026,Press_Line_16,Morning,480,51,334,8,1.22,DT-02,OP-015,89.38,94.98,97.6,82.86
05-06-2026,Press_Line_17,Night,480,13,425,11,1.09,DT-02,OP-048,97.29,99.2,97.41,94.01
21-06-2026,Assembly_Line_12,Night,480,0,340,9,1.3,DT-00,OP-025,100.0,92.08,97.35,89.65
28-05-2026,CNC_Milling_13,Morning,480,10,264,19,1.77,DT-06,OP-069,97.92,99.42,92.8,90.34
17-04-2026,Assembly_Line_1,Morning,480,0,300,2,1.55,DT-00,OP-088,100.0,96.88,99.33,96.23
10-06-2026,Assembly_Line_14,Morning,480,0,283,8,1.67,DT-00,OP-095,100.0,98.46,97.17,95.68
11-06-2026,Assembly_Line_2,Morning,480,19,348,8,1.22,DT-03,OP-005,96.04,92.1,97.7,86.42
28-04-2026,Press_Line_5,Morning,480,0,349,1,1.29,DT-00,OP-106,100.0,93.79,99.71,93.53
16-05-2026,Assembly_Line_19,Afternoon,480,0,358,5,1.28,DT-00,OP-041,100.0,95.47,98.6,94.13
19-04-2026,CNC_Milling_5,Night,480,0,223,5,1.98,DT-00,OP-009,100.0,91.99,97.76,89.92
30-06-2026,Press_Line_3,Night,480,6,401,2,1.11,DT-04,OP-101,98.75,93.91,99.5,92.27
13-07-2026,Press_Line_20,Night,480,0,470,7,1.0,DT-00,OP-051,100.0,97.92,98.51,96.46
10-07-2026,Press_Line_2,Afternoon,480,0,445,10,1.01,DT-00,OP-102,100.0,93.64,97.75,91.53
25-06-2026,Press_Line_19,Night,480,0,354,10,1.32,DT-00,OP-102,100.0,97.35,97.18,94.6
08-07-2026,CNC_Milling_4,Morning,480,172,181,1,1.58,DT-01,OP-074,64.17,92.85,99.45,59.25
02-07-2026,CNC_Milling_6,Night,480,0,266,2,1.67,DT-00,OP-095,100.0,92.55,99.25,91.85
31-05-2026,Press_Line_14,Afternoon,480,16,273,2,1.08,DT-05,OP-079,96.67,63.54,99.27,60.98
19-05-2026,Press_Line_13,Morning,480,0,467,12,1.01,DT-00,OP-109,100.0,98.26,97.43,95.74
26-06-2026,CNC_Milling_10,Night,480,0,251,1,1.8,DT-00,OP-013,100.0,94.12,99.6,93.75
12-05-2026,Assembly_Line_7,Night,480,0,363,2,1.25,DT-00,OP-084,100.0,94.53,99.45,94.01
17-05-2026,Press_Line_7,Afternoon,480,79,278,4,1.36,DT-01,OP-079,83.54,94.28,98.56,77.63
10-07-2026,Press_Line_20,Night,480,174,295,7,1.0,DT-01,OP-055,63.75,96.41,97.63,60.0
08-05-2026,Press_Line_1,Afternoon,480,0,357,8,1.26,DT-00,OP-056,100.0,93.71,97.76,91.61
22-05-2026,Assembly_Line_14,Afternoon,480,0,281,7,1.67,DT-00,OP-060,100.0,97.76,97.51,95.33
13-06-2026,CNC_Milling_3,Afternoon,480,0,266,5,1.67,DT-00,OP-011,100.0,92.55,98.12,90.81
22-05-2026,Assembly_Line_15,Morning,480,6,207,6,1.52,DT-05,OP-010,98.75,66.38,97.1,63.65
26-04-2026,Assembly_Line_18,Morning,480,11,241,4,1.56,DT-04,OP-052,97.71,80.16,98.34,77.03
01-07-2026,Press_Line_14,Morning,480,169,285,5,1.08,DT-01,OP-084,64.79,98.97,98.25,63.0
06-05-2026,CNC_Milling_4,Afternoon,480,0,298,7,1.58,DT-00,OP-038,100.0,98.09,97.65,95.79
04-05-2026,CNC_Milling_10,Night,480,0,253,4,1.8,DT-00,OP-085,100.0,94.88,98.42,93.38
17-05-2026,Assembly_Line_15,Night,480,75,248,2,1.52,DT-02,OP-073,84.38,93.08,99.19,77.9
28-06-2026,Assembly_Line_3,Morning,480,40,334,1,1.31,DT-03,OP-098,91.67,99.44,99.7,90.88
18-06-2026,Press_Line_15,Morning,480,0,357,7,1.26,DT-00,OP-067,100.0,93.71,98.04,91.88
02-06-2026,CNC_Milling_5,Afternoon,480,1,147,3,1.98,DT-05,OP-014,99.79,60.76,97.96,59.4
22-06-2026,Assembly_Line_1,Afternoon,480,5,271,5,1.55,DT-04,OP-049,98.96,88.43,98.15,85.9
09-07-2026,CNC_Milling_5,Afternoon,480,49,209,3,1.98,DT-01,OP-117,89.79,96.01,98.56,84.98
15-05-2026,CNC_Milling_14,Afternoon,480,0,238,4,1.99,DT-00,OP-062,100.0,98.67,98.32,97.01
03-07-2026,Press_Line_1,Night,480,14,237,1,1.26,DT-05,OP-083,97.08,64.08,99.58,61.95
22-05-2026,Press_Line_14,Morning,480,0,421,9,1.08,DT-00,OP-016,100.0,94.72,97.86,92.7
10-07-2026,Press_Line_15,Afternoon,480,12,303,6,1.26,DT-04,OP-062,97.5,81.58,98.02,77.96
13-05-2026,CNC_Milling_18,Morning,480,135,175,1,1.81,DT-01,OP-074,71.88,91.81,99.43,65.61
01-07-2026,Press_Line_11,Morning,480,40,400,2,1.09,DT-01,OP-022,91.67,99.09,99.5,90.38
20-05-2026,Assembly_Line_20,Morning,480,0,328,10,1.39,DT-00,OP-082,100.0,94.98,96.95,92.09
19-04-2026,Assembly_Line_17,Night,480,46,335,3,1.29,DT-02,OP-078,90.42,99.57,99.1,89.22
16-06-2026,Assembly_Line_16,Afternoon,480,0,315,6,1.5,DT-00,OP-102,100.0,98.44,98.1,96.56
30-06-2026,Assembly_Line_13,Morning,480,160,226,5,1.33,DT-01,OP-044,66.67,93.93,97.79,61.24
14-06-2026,CNC_Milling_19,Night,480,0,236,1,1.93,DT-00,OP-003,100.0,94.89,99.58,94.49
12-05-2026,CNC_Milling_14,Night,480,29,219,2,1.99,DT-02,OP-116,93.96,96.63,99.09,89.96
04-07-2026,CNC_Milling_19,Morning,480,17,174,1,1.93,DT-05,OP-062,96.46,72.53,99.43,69.56
10-07-2026,Press_Line_9,Night,480,0,377,11,1.17,DT-00,OP-087,100.0,91.89,97.08,89.21
09-07-2026,CNC_Milling_8,Night,480,0,306,7,1.55,DT-00,OP-055,100.0,98.81,97.71,96.55
16-05-2026,Assembly_Line_12,Afternoon,480,34,325,8,1.3,DT-03,OP-117,92.92,94.73,97.54,85.85
15-07-2026,CNC_Milling_17,Morning,480,0,236,6,1.91,DT-00,OP-117,100.0,93.91,97.46,91.52
27-04-2026,Press_Line_19,Night,480,13,235,1,1.32,DT-05,OP-096,97.29,66.42,99.57,64.35
17-04-2026,CNC_Milling_17,Night,480,0,231,5,1.91,DT-00,OP-089,100.0,91.92,97.84,89.93
27-05-2026,CNC_Milling_7,Afternoon,480,0,295,5,1.55,DT-00,OP-034,100.0,95.26,98.31,93.65
24-06-2026,CNC_Milling_8,Night,480,0,291,6,1.55,DT-00,OP-097,100.0,93.97,97.94,92.03
13-05-2026,CNC_Milling_7,Night,480,40,265,5,1.55,DT-03,OP-062,91.67,93.35,98.11,83.96
19-05-2026,Press_Line_20,Night,480,0,468,11,1.0,DT-00,OP-110,100.0,97.5,97.65,95.21
10-07-2026,Press_Line_8,Night,480,0,457,13,1.03,DT-00,OP-013,100.0,98.06,97.16,95.28
14-05-2026,CNC_Milling_13,Afternoon,480,45,238,5,1.77,DT-03,OP-007,90.62,96.84,97.9,85.92
07-05-2026,CNC_Milling_5,Night,480,0,224,1,1.98,DT-00,OP-119,100.0,92.4,99.55,91.99
02-07-2026,CNC_Milling_8,Morning,480,0,290,1,1.55,DT-00,OP-005,100.0,93.65,99.66,93.32
05-06-2026,Assembly_Line_20,Afternoon,480,163,215,6,1.39,DT-01,OP-008,66.04,94.27,97.21,60.52
09-05-2026,Assembly_Line_1,Afternoon,480,0,289,6,1.55,DT-00,OP-103,100.0,93.32,97.92,91.39
22-06-2026,Press_Line_19,Morning,480,0,351,6,1.32,DT-00,OP-030,100.0,96.52,98.29,94.88
04-07-2026,Press_Line_11,Night,480,0,413,1,1.09,DT-00,OP-021,100.0,93.79,99.76,93.56
28-04-2026,Press_Line_18,Afternoon,480,0,368,7,1.24,DT-00,OP-067,100.0,95.07,98.1,93.26
18-04-2026,Assembly_Line_8,Night,480,0,332,3,1.34,DT-00,OP-107,100.0,92.68,99.1,91.85
27-06-2026,Assembly_Line_19,Night,480,0,373,4,1.28,DT-00,OP-078,100.0,99.47,98.93,98.4
11-05-2026,CNC_Milling_10,Afternoon,480,96,199,3,1.8,DT-01,OP-072,80.0,93.28,98.49,73.5
26-04-2026,CNC_Milling_13,Afternoon,480,0,252,4,1.77,DT-00,OP-033,100.0,92.92,98.41,91.45
24-06-2026,Assembly_Line_13,Night,480,0,344,4,1.33,DT-00,OP-062,100.0,95.32,98.84,94.21
18-05-2026,Assembly_Line_9,Afternoon,480,19,295,42,1.52,DT-07,OP-111,96.04,97.27,85.76,80.12
20-04-2026,CNC_Milling_11,Morning,480,0,240,6,1.9,DT-00,OP-029,100.0,95.0,97.5,92.62
12-07-2026,Assembly_Line_5,Morning,480,7,359,6,1.24,DT-04,OP-002,98.54,94.11,98.33,91.19
