Machine ID,Date,Shift,OEE,Production Loss (units),Throughput Loss (units),Downtime Cost,Scrap Cost,Production Loss Cost,Estimated Business Loss,Primary Business Driver,Business Loss Breakdown,Priority Score,Priority,Top Loss Driver Rank
Press_Line_6,2026-04-23,Night,93.93,22,22,0.0,120.0,5488.19,5608.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹5,488.19)",3,Low,584
Press_Line_6,2026-04-23,Night,93.93,22,22,0.0,120.0,5488.19,5608.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹5,488.19)",3,Low,584
Assembly_Line_16,2026-06-08,Morning,92.19,20,20,0.0,600.0,5000.0,5600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹5,000.00)",4,Low,585
Press_Line_12,2026-05-10,Night,93.75,20,20,0.0,600.0,5000.0,5600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹5,000.00)",3,Low,585
Press_Line_20,2026-05-31,Morning,94.79,20,20,0.0,600.0,5000.0,5600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹5,000.00)",3,Low,585
CNC_Milling_9,2026-07-15,Afternoon,90.0,20,20,0.0,600.0,5000.0,5600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹5,000.00)",5,Low,585
Press_Line_20,2026-05-31,Morning,94.79,20,20,0.0,600.0,5000.0,5600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹5,000.00)",3,Low,585
CNC_Milling_9,2026-07-15,Afternoon,90.0,20,20,0.0,600.0,5000.0,5600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹5,000.00)",5,Low,585
Press_Line_12,2026-05-10,Night,93.75,20,20,0.0,600.0,5000.0,5600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹5,000.00)",3,Low,585
Assembly_Line_16,2026-06-08,Morning,92.19,20,20,0.0,600.0,5000.0,5600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹5,000.00)",4,Low,585
CNC_Milling_6,2026-07-02,Night,91.85,21,21,0.0,240.0,5356.29,5596.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹5,356.29)",4,Low,586
CNC_Milling_6,2026-07-02,Night,91.85,21,21,0.0,240.0,5356.29,5596.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹5,356.29)",4,Low,586
CNC_Milling_9,2026-05-21,Morning,89.6,19,19,0.0,840.0,4750.0,5590.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,750.00)",5,Low,587
CNC_Milling_9,2026-05-21,Morning,89.6,19,19,0.0,840.0,4750.0,5590.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,750.00)",5,Low,587
Press_Line_17,2026-05-09,Morning,94.69,21,21,0.0,240.0,5341.74,5581.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹5,341.74)",3,Low,588
Press_Line_17,2026-05-09,Morning,94.69,21,21,0.0,240.0,5341.74,5581.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹5,341.74)",3,Low,588
Assembly_Line_7,2026-04-22,Night,92.71,17,17,0.0,1320.0,4250.0,5570.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹4,250.00)",4,Low,589
Assembly_Line_7,2026-04-22,Night,92.71,17,17,0.0,1320.0,4250.0,5570.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹4,250.00)",4,Low,589
Press_Line_17,2026-07-08,Morning,94.24,19,19,0.0,720.0,4841.74,5561.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,841.74)",3,Low,590
Press_Line_17,2026-07-08,Morning,94.24,19,19,0.0,720.0,4841.74,5561.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,841.74)",3,Low,590
Press_Line_13,2026-05-02,Morning,94.69,19,19,0.0,720.0,4811.88,5531.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,811.88)",3,Low,591
Press_Line_13,2026-05-02,Morning,94.69,19,19,0.0,720.0,4811.88,5531.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,811.88)",3,Low,591
Assembly_Line_20,2026-05-20,Morning,92.09,17,17,0.0,1200.0,4330.94,5530.94,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹4,330.94)",4,Low,592
Assembly_Line_20,2026-05-20,Morning,92.09,17,17,0.0,1200.0,4330.94,5530.94,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹4,330.94)",4,Low,592
CNC_Milling_13,2026-06-27,Afternoon,91.08,20,20,0.0,480.0,5046.61,5526.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹5,046.61)",4,Low,593
CNC_Milling_13,2026-06-27,Afternoon,91.08,20,20,0.0,480.0,5046.61,5526.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹5,046.61)",4,Low,593
Assembly_Line_1,2026-05-27,Morning,91.71,19,19,0.0,840.0,4669.35,5509.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,669.35)",4,Low,594
Assembly_Line_1,2026-05-27,Morning,91.71,19,19,0.0,840.0,4669.35,5509.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,669.35)",4,Low,594
Assembly_Line_7,2026-05-12,Night,94.01,21,21,0.0,240.0,5250.0,5490.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹5,250.00)",3,Low,595
Assembly_Line_7,2026-05-12,Night,94.01,21,21,0.0,240.0,5250.0,5490.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹5,250.00)",3,Low,595
Assembly_Line_17,2026-04-22,Morning,92.99,18,18,0.0,960.0,4523.26,5483.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,523.26)",4,Low,596
Assembly_Line_17,2026-04-22,Morning,92.99,18,18,0.0,960.0,4523.26,5483.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,523.26)",4,Low,596
CNC_Milling_3,2026-06-05,Afternoon,91.85,20,20,0.0,360.0,5106.29,5466.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹5,106.29)",4,Low,597
CNC_Milling_3,2026-06-05,Afternoon,91.85,20,20,0.0,360.0,5106.29,5466.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹5,106.29)",4,Low,597
Press_Line_7,2026-04-30,Afternoon,93.22,20,20,0.0,480.0,4985.29,5465.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,985.29)",4,Low,598
Press_Line_7,2026-04-30,Afternoon,93.22,20,20,0.0,480.0,4985.29,5465.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,985.29)",4,Low,598
CNC_Milling_5,2026-04-19,Night,89.92,19,19,0.0,600.0,4856.06,5456.06,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,856.06)",4,Low,599
CNC_Milling_5,2026-04-19,Night,89.92,19,19,0.0,600.0,4856.06,5456.06,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,856.06)",4,Low,599
Press_Line_16,2026-06-29,Night,93.53,18,18,0.0,840.0,4610.66,5450.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,610.66)",3,Low,600
Press_Line_16,2026-06-29,Night,93.53,18,18,0.0,840.0,4610.66,5450.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,610.66)",3,Low,600
Assembly_Line_3,2026-06-23,Afternoon,93.06,18,18,0.0,840.0,4603.05,5443.05,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,603.05)",4,Low,601
Assembly_Line_3,2026-06-23,Afternoon,93.06,18,18,0.0,840.0,4603.05,5443.05,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,603.05)",4,Low,601
Press_Line_17,2026-04-23,Afternoon,94.47,19,19,0.0,600.0,4841.74,5441.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,841.74)",3,Low,602
Press_Line_11,2026-04-24,Afternoon,94.47,19,19,0.0,600.0,4841.74,5441.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,841.74)",3,Low,602
Press_Line_11,2026-04-24,Afternoon,94.47,19,19,0.0,600.0,4841.74,5441.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,841.74)",3,Low,602
Press_Line_17,2026-04-23,Afternoon,94.47,19,19,0.0,600.0,4841.74,5441.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,841.74)",3,Low,602
Assembly_Line_3,2026-06-28,Morning,92.79,17,17,0.0,1080.0,4353.05,5433.05,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹4,353.05)",4,Low,603
Assembly_Line_3,2026-06-28,Morning,92.79,17,17,0.0,1080.0,4353.05,5433.05,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹4,353.05)",4,Low,603
Assembly_Line_2,2026-07-13,Night,93.02,16,16,0.0,1320.0,4110.66,5430.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹4,110.66)",4,Low,604
Assembly_Line_2,2026-07-13,Night,93.02,16,16,0.0,1320.0,4110.66,5430.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹4,110.66)",4,Low,604
CNC_Milling_4,2026-04-27,Afternoon,91.84,19,19,0.0,720.0,4699.37,5419.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,699.37)",4,Low,605
CNC_Milling_4,2026-04-27,Afternoon,91.84,19,19,0.0,720.0,4699.37,5419.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,699.37)",4,Low,605
Assembly_Line_4,2026-06-08,Afternoon,93.52,20,20,0.0,360.0,5052.24,5412.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹5,052.24)",3,Low,606
Assembly_Line_4,2026-06-08,Afternoon,93.52,20,20,0.0,360.0,5052.24,5412.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹5,052.24)",3,Low,606
CNC_Milling_20,2026-07-15,Afternoon,91.74,21,21,0.0,120.0,5289.11,5409.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹5,289.11)",4,Low,607
CNC_Milling_20,2026-07-15,Afternoon,91.74,21,21,0.0,120.0,5289.11,5409.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹5,289.11)",4,Low,607
CNC_Milling_14,2026-07-15,Afternoon,89.96,19,19,0.0,600.0,4801.51,5401.51,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,801.51)",4,Low,608
CNC_Milling_14,2026-07-15,Afternoon,89.96,19,19,0.0,600.0,4801.51,5401.51,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,801.51)",4,Low,608
CNC_Milling_5,2026-06-09,Night,90.75,5,3,2000.0,2040.0,1356.06,5396.06,Scrap Cost,"Downtime (₹2,000.00) + Scrap (₹2,040.00) + Prod. Loss (₹1,356.06)",11,Low,609
Assembly_Line_8,2026-06-19,Afternoon,92.96,18,18,0.0,840.0,4552.24,5392.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,552.24)",4,Low,610
Assembly_Line_8,2026-06-19,Afternoon,92.96,18,18,0.0,840.0,4552.24,5392.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,552.24)",4,Low,610
Assembly_Line_8,2026-07-12,Night,92.96,18,18,0.0,840.0,4552.24,5392.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,552.24)",4,Low,610
Assembly_Line_8,2026-07-12,Night,92.96,18,18,0.0,840.0,4552.24,5392.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,552.24)",4,Low,610
CNC_Milling_8,2026-06-24,Night,92.03,19,19,0.0,720.0,4669.35,5389.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,669.35)",4,Low,611
CNC_Milling_8,2026-06-24,Night,92.03,19,19,0.0,720.0,4669.35,5389.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,669.35)",4,Low,611
Assembly_Line_5,2026-06-09,Afternoon,93.78,19,19,0.0,600.0,4774.19,5374.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,774.19)",3,Low,612
Assembly_Line_5,2026-06-09,Afternoon,93.78,19,19,0.0,600.0,4774.19,5374.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,774.19)",3,Low,612
Assembly_Line_13,2026-06-10,Morning,93.65,20,20,0.0,360.0,4975.56,5335.56,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,975.56)",3,Low,613
Assembly_Line_13,2026-06-10,Morning,93.65,20,20,0.0,360.0,4975.56,5335.56,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,975.56)",3,Low,613
CNC_Milling_2,2026-07-13,Afternoon,90.57,18,18,0.0,720.0,4614.86,5334.86,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,614.86)",4,Low,614
CNC_Milling_2,2026-07-13,Afternoon,90.57,18,18,0.0,720.0,4614.86,5334.86,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,614.86)",4,Low,614
Press_Line_4,2026-04-19,Night,94.92,20,20,0.0,240.0,5091.74,5331.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹5,091.74)",3,Low,615
Press_Line_4,2026-04-19,Night,94.92,20,20,0.0,240.0,5091.74,5331.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹5,091.74)",3,Low,615
Press_Line_16,2026-04-23,Night,93.79,18,18,0.0,720.0,4610.66,5330.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,610.66)",3,Low,616
Press_Line_16,2026-04-23,Night,93.79,18,18,0.0,720.0,4610.66,5330.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,610.66)",3,Low,616
Press_Line_12,2026-07-14,Morning,93.5,17,17,0.0,1080.0,4250.0,5330.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹4,250.00)",3,Low,617
Press_Line_12,2026-07-14,Morning,93.5,17,17,0.0,1080.0,4250.0,5330.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹4,250.00)",3,Low,617
CNC_Milling_5,2026-04-24,Afternoon,89.92,18,18,0.0,720.0,4606.06,5326.06,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,606.06)",4,Low,618
CNC_Milling_5,2026-04-24,Afternoon,89.92,18,18,0.0,720.0,4606.06,5326.06,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹4,606.06)",4,Low,618
CNC_Milling_4,2026-07-15,Night,92.17,19,19,0.0,600.0,4699.37,5299.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,699.37)",4,Low,619
CNC_Milling_4,2026-07-08,Afternoon,92.17,19,19,0.0,600.0,4699.37,5299.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,699.37)",4,Low,619
CNC_Milling_4,2026-07-15,Night,92.17,19,19,0.0,600.0,4699.37,5299.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,699.37)",4,Low,619
CNC_Milling_4,2026-07-08,Afternoon,92.17,19,19,0.0,600.0,4699.37,5299.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,699.37)",4,Low,619
Assembly_Line_20,2026-04-25,Afternoon,92.67,17,17,0.0,960.0,4330.94,5290.94,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,330.94)",4,Low,620
Assembly_Line_20,2026-04-25,Afternoon,92.67,17,17,0.0,960.0,4330.94,5290.94,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,330.94)",4,Low,620
CNC_Milling_13,2026-04-26,Afternoon,91.45,19,19,0.0,480.0,4796.61,5276.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,796.61)",4,Low,621
CNC_Milling_13,2026-04-26,Afternoon,91.45,19,19,0.0,480.0,4796.61,5276.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,796.61)",4,Low,621
Press_Line_13,2026-06-27,Afternoon,94.69,17,17,0.0,960.0,4311.88,5271.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,311.88)",3,Low,622
Press_Line_13,2026-06-27,Afternoon,94.69,17,17,0.0,960.0,4311.88,5271.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,311.88)",3,Low,622
CNC_Milling_10,2026-05-18,Afternoon,90.75,18,18,0.0,840.0,4416.67,5256.67,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,416.67)",4,Low,623
CNC_Milling_10,2026-05-18,Afternoon,90.75,18,18,0.0,840.0,4416.67,5256.67,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,416.67)",4,Low,623
CNC_Milling_11,2026-04-22,Afternoon,90.25,18,18,0.0,840.0,4407.89,5247.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,407.89)",4,Low,624
CNC_Milling_11,2026-04-22,Afternoon,90.25,18,18,0.0,840.0,4407.89,5247.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,407.89)",4,Low,624
CNC_Milling_6,2026-07-02,Night,92.55,20,20,0.0,120.0,5106.29,5226.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹5,106.29)",4,Low,625
CNC_Milling_6,2026-07-02,Night,92.55,20,20,0.0,120.0,5106.29,5226.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹5,106.29)",4,Low,625
Press_Line_6,2026-05-03,Night,93.4,17,17,0.0,960.0,4238.19,5198.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,238.19)",3,Low,626
Press_Line_6,2026-05-03,Night,93.4,17,17,0.0,960.0,4238.19,5198.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,238.19)",3,Low,626
Assembly_Line_10,2026-05-28,Morning,93.44,19,19,0.0,480.0,4706.52,5186.52,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,706.52)",3,Low,627
Assembly_Line_10,2026-05-28,Morning,93.44,19,19,0.0,480.0,4706.52,5186.52,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,706.52)",3,Low,627
CNC_Milling_13,2026-05-21,Night,92.19,20,20,0.0,120.0,5046.61,5166.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹5,046.61)",4,Low,628
CNC_Milling_13,2026-05-21,Night,92.19,20,20,0.0,120.0,5046.61,5166.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹5,046.61)",4,Low,628
CNC_Milling_18,2026-06-03,Night,91.63,19,19,0.0,360.0,4798.34,5158.34,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,798.34)",4,Low,629
CNC_Milling_18,2026-06-03,Night,91.63,19,19,0.0,360.0,4798.34,5158.34,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,798.34)",4,Low,629
CNC_Milling_1,2026-05-28,Afternoon,91.44,20,20,0.0,240.0,4907.89,5147.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹4,907.89)",4,Low,630
CNC_Milling_1,2026-05-28,Afternoon,91.44,20,20,0.0,240.0,4907.89,5147.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹4,907.89)",4,Low,630
Press_Line_5,2026-06-26,Morning,93.52,17,17,0.0,840.0,4273.26,5113.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,273.26)",3,Low,631
Press_Line_5,2026-06-26,Morning,93.52,17,17,0.0,840.0,4273.26,5113.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹4,273.26)",3,Low,631
Press_Line_20,2026-07-02,Afternoon,95.42,19,19,0.0,360.0,4750.0,5110.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,750.00)",3,Low,632
Press_Line_20,2026-07-02,Afternoon,95.42,19,19,0.0,360.0,4750.0,5110.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,750.00)",3,Low,632
CNC_Milling_9,2026-07-13,Morning,90.8,18,18,0.0,600.0,4500.0,5100.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,500.00)",4,Low,633
CNC_Milling_9,2026-07-13,Morning,90.8,18,18,0.0,600.0,4500.0,5100.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,500.00)",4,Low,633
Assembly_Line_13,2026-07-03,Morning,94.21,20,20,0.0,120.0,4975.56,5095.56,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹4,975.56)",3,Low,634
Assembly_Line_13,2026-07-03,Morning,94.21,20,20,0.0,120.0,4975.56,5095.56,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹4,975.56)",3,Low,634
Press_Line_7,2026-06-17,Morning,93.78,19,19,0.0,360.0,4735.29,5095.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,735.29)",3,Low,635
Press_Line_7,2026-06-17,Morning,93.78,19,19,0.0,360.0,4735.29,5095.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,735.29)",3,Low,635
Assembly_Line_3,2026-06-03,Night,93.88,18,18,0.0,480.0,4603.05,5083.05,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,603.05)",3,Low,636
Assembly_Line_3,2026-06-03,Night,93.88,18,18,0.0,480.0,4603.05,5083.05,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,603.05)",3,Low,636
Assembly_Line_13,2026-05-20,Morning,93.65,18,18,0.0,600.0,4475.56,5075.56,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,475.56)",3,Low,637
Assembly_Line_13,2026-05-20,Morning,93.65,18,18,0.0,600.0,4475.56,5075.56,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹4,475.56)",3,Low,637
Assembly_Line_2,2026-06-20,Afternoon,93.79,16,16,0.0,960.0,4110.66,5070.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,110.66)",3,Low,638
Assembly_Line_2,2026-06-20,Afternoon,93.79,16,16,0.0,960.0,4110.66,5070.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,110.66)",3,Low,638
Press_Line_2,2026-06-16,Afternoon,95.32,18,18,0.0,480.0,4561.88,5041.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,561.88)",3,Low,639
Press_Line_2,2026-06-16,Afternoon,95.32,18,18,0.0,480.0,4561.88,5041.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,561.88)",3,Low,639
CNC_Milling_8,2026-07-02,Morning,93.32,20,20,0.0,120.0,4919.35,5039.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹4,919.35)",3,Low,640
CNC_Milling_8,2026-07-02,Morning,93.32,20,20,0.0,120.0,4919.35,5039.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹4,919.35)",3,Low,640
Press_Line_11,2026-05-18,Afternoon,94.01,14,14,0.0,1440.0,3591.74,5031.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,440.00) + Prod. Loss (₹3,591.74)",3,Low,641
Press_Line_11,2026-05-18,Afternoon,94.01,14,14,0.0,1440.0,3591.74,5031.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,440.00) + Prod. Loss (₹3,591.74)",3,Low,641
CNC_Milling_18,2026-07-01,Night,91.63,18,18,0.0,480.0,4548.34,5028.34,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,548.34)",4,Low,642
CNC_Milling_18,2026-07-01,Night,91.63,18,18,0.0,480.0,4548.34,5028.34,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹4,548.34)",4,Low,642
Press_Line_10,2026-07-14,Night,94.9,16,16,0.0,960.0,4061.88,5021.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,061.88)",3,Low,643
Press_Line_10,2026-07-14,Night,94.9,16,16,0.0,960.0,4061.88,5021.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹4,061.88)",3,Low,643
CNC_Milling_1,2026-05-05,Night,91.44,19,19,0.0,360.0,4657.89,5017.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹4,657.89)",4,Low,644
